@relation pop

@attribute first_person_pronouns numeric
@attribute second_person_pronouns numeric
@attribute third_person_pronouns numeric
@attribute coord_conj numeric
@attribute past_tense_verb numeric
@attribute future_tense_verb numeric
@attribute commas_num numeric
@attribute colons_and_semi_colons numeric
@attribute dash_num numeric
@attribute paren_num numeric
@attribute ellipses_num numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverb_num numeric
@attribute whwords_num numeric
@attribute slang_num numeric
@attribute all_in_upper_case_num numeric
@attribute avg_len_of_sentense numeric
@attribute avg_len_of_tokens numeric
@attribute num_of_sentense numeric
@attribute class {britneyspears,justinbieber,katyperry,ladygaga,rihanna,taylorswift13}

@data
0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 4, 3, 0, 0, 0, 0, 14.0, 5.0, 1,britneyspears
0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 4.0, 3.5, 2,britneyspears
0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 8, 6, 0, 0, 0, 0, 16.0, 4.0, 2,britneyspears
3, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 5, 1, 1, 1, 0, 0, 10.333333333333334, 3.48, 3,britneyspears
1, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 5, 3, 2, 0, 3, 0, 5.333333333333333, 3.8, 6,britneyspears
2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 8, 2, 0, 1, 0, 0, 10.666666666666666, 4.0, 3,britneyspears
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 3, 0, 0, 1, 0, 13.0, 3.6363636363636362, 1,britneyspears
2, 0, 0, 1, 2, 0, 3, 1, 0, 0, 0, 6, 3, 1, 0, 0, 0, 29.0, 4.869565217391305, 1,britneyspears
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 4, 4, 1, 0, 0, 0, 19.0, 5.0625, 1,britneyspears
0, 0, 0, 2, 2, 0, 3, 0, 1, 0, 1, 6, 10, 0, 0, 0, 0, 7.75, 4.666666666666667, 4,britneyspears
1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 7, 1, 1, 0, 0, 0, 10.5, 4.65, 2,britneyspears
0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 10, 3, 2, 0, 1, 0, 7.333333333333333, 5.190476190476191, 3,britneyspears
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 4.0, 4.75, 2,britneyspears
0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 3, 3, 0, 0, 0, 0, 17.0, 3.8333333333333335, 1,britneyspears
2, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 10, 3, 2, 0, 1, 0, 10.0, 4.074074074074074, 3,britneyspears
1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 3, 1, 0, 0, 0, 10.0, 5.0588235294117645, 2,britneyspears
1, 4, 2, 1, 3, 0, 0, 1, 1, 0, 0, 6, 3, 3, 0, 3, 0, 11.0, 3.6333333333333333, 3,britneyspears
1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 7, 2, 2, 0, 1, 0, 14.5, 3.48, 2,britneyspears
1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 6, 0, 1, 0, 1, 0, 6.666666666666667, 3.5625, 3,britneyspears
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5.0, 5.5, 1,britneyspears
2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 1, 0, 0, 0, 8.666666666666666, 4.681818181818182, 3,britneyspears
