@relation popvnews500

@attribute first_person_pronouns numeric
@attribute second_person_pronouns numeric
@attribute third_person_pronouns numeric
@attribute coord_conj numeric
@attribute past_tense_verb numeric
@attribute future_tense_verb numeric
@attribute commas_num numeric
@attribute colons_and_semi_colons numeric
@attribute dash_num numeric
@attribute paren_num numeric
@attribute ellipses_num numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverb_num numeric
@attribute whwords_num numeric
@attribute slang_num numeric
@attribute all_in_upper_case_num numeric
@attribute avg_len_of_sentense numeric
@attribute avg_len_of_tokens numeric
@attribute num_of_sentense numeric
@attribute class {pop,news}

@data
1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 8, 2, 0, 0, 0, 0, 12.5, 4.681818181818182, 2,pop
0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 4, 0, 2, 0, 0, 0, 7.5, 3.9166666666666665, 2,pop
1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 9, 1, 0, 0, 1, 0, 22.0, 5.052631578947368, 1,pop
1, 0, 1, 1, 0, 0, 2, 1, 0, 0, 1, 9, 1, 1, 0, 1, 0, 13.5, 3.75, 2,pop
1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 7, 2, 2, 0, 0, 0, 7.333333333333333, 5.947368421052632, 3,pop
3, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 15.5, 3.857142857142857, 2,pop
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4.0, 8.8, 2,pop
0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 10.0, 4.75, 1,pop
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 7.0, 3.1666666666666665, 1,pop
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 8.0, 4.5, 1,pop
1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 8.0, 4.5, 1,pop
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 4, 1, 0, 0, 0, 13.5, 4.48, 2,pop
